6.500000000000000000e+01,1.150000000000000000e+02,2.360000000000000000e+02,1.850000000000000000e+02,3.590000000000000000e+02,2.790000000000000000e+02,9.670000000000000000e+02,5.150000000000000000e+02,5.940000000000000000e+02,4.570000000000000000e+02
3.720000000000000000e+02,0.000000000000000000e+00,5.650000000000000000e+02,1.540000000000000000e+02,3.650000000000000000e+02,3.180000000000000000e+02,1.600000000000000000e+02,1.120000000000000000e+02,5.610000000000000000e+02,9.430000000000000000e+02
8.960000000000000000e+02,1.620000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+00,2.600000000000000000e+01,4.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.390000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01,4.000000000000000000e+02,0.000000000000000000e+00,5.660000000000000000e+02
7.770000000000000000e+02,1.250000000000000000e+02,3.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,7.670000000000000000e+02,1.670000000000000000e+02,2.300000000000000000e+02,8.060000000000000000e+02
0.000000000000000000e+00,6.600000000000000000e+01,5.950000000000000000e+02,3.610000000000000000e+02,2.450000000000000000e+02,0.000000000000000000e+00,1.525000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.540000000000000000e+02
2.900000000000000000e+02,1.970000000000000000e+02,6.140000000000000000e+02,6.500000000000000000e+01,1.630000000000000000e+02,6.700000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,6.110000000000000000e+02,9.570000000000000000e+02
2.310000000000000000e+02,2.050000000000000000e+02,5.800000000000000000e+01,0.000000000000000000e+00,5.800000000000000000e+02,2.760000000000000000e+02,7.900000000000000000e+01,2.100000000000000000e+01,4.840000000000000000e+02,4.190000000000000000e+02
1.140000000000000000e+02,0.000000000000000000e+00,2.410000000000000000e+02,0.000000000000000000e+00,5.200000000000000000e+01,1.490000000000000000e+02,0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00,4.720000000000000000e+02
4.230000000000000000e+02,3.440000000000000000e+02,1.700000000000000000e+01,1.980000000000000000e+02,0.000000000000000000e+00,2.460000000000000000e+02,7.900000000000000000e+01,2.150000000000000000e+02,0.000000000000000000e+00,5.160000000000000000e+02
